start_date(DD/MM/YYYY HH:MM:SS),distance(m),moving_time(HH:MM:SS),route
01/01/2019 04:59:04,4309.8,00:19:30,"[[12.98376, 77.56395], [12.9838, 77.56400000000001], [12.98386, 77.56402000000001], [12.98385, 77.56415000000001], [12.984, 77.56442000000001], [12.98411, 77.56477000000001], [12.98414, 77.56492000000001], [12.98412, 77.56500000000001], [12.984070000000001, 77.56503000000001], [12.983770000000002, 77.56509000000001], [12.983520000000002, 77.56508000000001], [12.983030000000003, 77.56498], [12.982910000000002, 77.56498], [12.982850000000003, 77.56500000000001], [12.982820000000002, 77.56518000000001], [12.982750000000003, 77.56542000000002], [12.982730000000004, 77.56567000000001], [12.982680000000004, 77.56584000000001], [12.982610000000005, 77.56658], [12.982580000000004, 77.56662], [12.982530000000004, 77.56665], [12.982150000000004, 77.56667999999999], [12.982110000000004, 77.56669], [12.982080000000003, 77.56671999999999], [12.982330000000003, 77.5675], [12.982640000000004, 77.56827], [12.982680000000004, 77.56842999999999], [12.982880000000003, 77.56873999999999], [12.982950000000002, 77.56889], [12.982950000000002, 77.569], [12.982890000000003, 77.56935], [12.982840000000003, 77.56953], [12.982780000000004, 77.56962], [12.982730000000004, 77.56967], [12.982530000000004, 77.56971], [12.982330000000005, 77.56981], [12.982130000000005, 77.56997], [12.982000000000005, 77.57006], [12.981780000000004, 77.57015], [12.981600000000004, 77.57016], [12.981510000000004, 77.57019], [12.981340000000003, 77.57021999999999], [12.981270000000004, 77.57025999999999], [12.981050000000003, 77.57043999999999], [12.980750000000004, 77.57064999999999], [12.980400000000005, 77.57094], [12.980220000000005, 77.57127999999999], [12.980210000000005, 77.57139999999998], [12.980220000000005, 77.57152999999998], [12.980280000000004, 77.57190999999999], [12.980330000000004, 77.57213999999999], [12.980370000000004, 77.57247], [12.980480000000004, 77.57276], [12.980630000000003, 77.57326], [12.980780000000003, 77.57426000000001], [12.980870000000003, 77.57462000000001], [12.980860000000003, 77.57467000000001], [12.980810000000004, 77.5747], [12.980610000000004, 77.57473], [12.980130000000004, 77.57488000000001], [12.979090000000005, 77.57511000000001], [12.979050000000004, 77.57513000000002], [12.979020000000004, 77.57519000000002], [12.979010000000004, 77.57526000000001], [12.979090000000005, 77.57595000000002], [12.979100000000004, 77.57642000000003], [12.979150000000004, 77.57673000000003], [12.979120000000004, 77.57699000000002], [12.979160000000004, 77.57713000000003], [12.979160000000004, 77.57733000000003], [12.979110000000004, 77.57820000000004], [12.979070000000004, 77.57941000000004], [12.979010000000004, 77.57971000000003], [12.978980000000004, 77.58026000000004], [12.978920000000004, 77.58059000000004], [12.978920000000004, 77.58088000000005], [12.978880000000004, 77.58121000000006], [12.978840000000003, 77.58129000000005], [12.978750000000003, 77.58131000000006], [12.978600000000004, 77.58125000000005], [12.978220000000004, 77.58100000000006], [12.978000000000003, 77.58087000000006], [12.977830000000003, 77.58073000000006], [12.977620000000003, 77.58064000000006], [12.977210000000003, 77.58037000000006], [12.976730000000003, 77.57998000000006], [12.976440000000004, 77.57983000000006], [12.976200000000004, 77.57965000000006], [12.975940000000003, 77.57950000000005], [12.975600000000004, 77.57927000000005], [12.975420000000003, 77.57918000000005], [12.974510000000004, 77.57842000000005], [12.974210000000005, 77.57828000000005], [12.974060000000005, 77.57823000000005], [12.973850000000006, 77.57813000000004], [12.973710000000006, 77.57801000000005], [12.973570000000006, 77.57794000000005], [12.973440000000005, 77.57789000000005], [12.973330000000006, 77.57787000000005], [12.973280000000006, 77.57788000000005], [12.973240000000006, 77.57793000000005], [12.973210000000005, 77.57798000000005], [12.973180000000005, 77.57813000000006], [12.973020000000005, 77.57831000000006], [12.972950000000006, 77.57850000000006], [12.972620000000006, 77.57914000000007], [12.972440000000006, 77.57961000000007], [12.972290000000006, 77.57990000000008], [12.972020000000006, 77.58050000000009], [12.971890000000005, 77.58067000000008], [12.971870000000006, 77.58074000000008], [12.971770000000006, 77.58086000000007], [12.971710000000007, 77.58107000000007], [12.971580000000007, 77.58127000000007], [12.971410000000006, 77.58160000000008], [12.971070000000006, 77.58208000000008], [12.970910000000007, 77.58220000000007], [12.970720000000007, 77.58244000000008], [12.970420000000008, 77.58276000000008], [12.970290000000007, 77.58286000000008], [12.970200000000007, 77.58298000000008], [12.970130000000008, 77.58298000000008], [12.969970000000009, 77.58293000000008], [12.969780000000009, 77.58291000000007], [12.969640000000009, 77.58284000000008], [12.96940000000001, 77.58277000000008], [12.968950000000008, 77.58260000000008], [12.968830000000008, 77.58254000000008], [12.968530000000008, 77.58245000000008], [12.968240000000009, 77.58232000000008], [12.968110000000008, 77.58230000000007], [12.968030000000008, 77.58227000000008], [12.967870000000008, 77.58226000000008], [12.96752000000001, 77.58199000000008], [12.967400000000008, 77.58188000000007], [12.967300000000009, 77.58181000000008], [12.967080000000008, 77.58171000000007], [12.966770000000007, 77.58162000000007], [12.966570000000008, 77.58153000000007], [12.966480000000008, 77.58158000000007], [12.966460000000009, 77.58156000000007], [12.966460000000009, 77.58153000000007]]"
01/01/2019 05:21:20,4524.3,00:15:04,"[[12.98259, 77.67452], [12.98254, 77.67395], [12.98284, 77.67384], [12.98485, 77.67489], [12.985059999999999, 77.67461], [12.986149999999999, 77.66989], [12.986019999999998, 77.66886], [12.985069999999999, 77.667], [12.98543, 77.6641], [12.98566, 77.66374], [12.98688, 77.66378], [12.987319999999999, 77.66181], [12.984469999999998, 77.66128], [12.983359999999998, 77.65906000000001], [12.981839999999998, 77.65867000000001], [12.980649999999999, 77.65655000000001], [12.97993, 77.65637000000001], [12.97922, 77.66099000000001], [12.97997, 77.66376000000001], [12.97926, 77.66426000000001], [12.97921, 77.66493000000001], [12.97878, 77.66524000000001], [12.97902, 77.66570000000002], [12.97771, 77.66552000000001]]"
01/01/2019 05:26:14,7071,00:28:21,"[[12.95468, 77.69141], [12.95567, 77.69147000000001], [12.955269999999999, 77.68960000000001], [12.953449999999998, 77.68925000000002], [12.950279999999998, 77.68962000000002], [12.949039999999998, 77.68901000000002], [12.94836, 77.68081000000002], [12.94726, 77.68072000000002], [12.94683, 77.68128000000002], [12.94499, 77.68039000000002], [12.94354, 77.68034000000002], [12.937990000000001, 77.67734000000002], [12.935590000000001, 77.67661000000001], [12.93194, 77.67686], [12.93077, 77.67836], [12.929780000000001, 77.67898], [12.930380000000001, 77.68284], [12.931650000000001, 77.68332], [12.931510000000001, 77.68646], [12.930270000000002, 77.68513], [12.928810000000002, 77.68476], [12.927870000000002, 77.6848], [12.926910000000003, 77.6858], [12.925010000000004, 77.68604], [12.919650000000004, 77.68546], [12.919220000000005, 77.685], [12.919700000000004, 77.68318000000001]]"
01/01/2019 05:26:57,2173.8,00:07:16,"[[12.93618, 77.7016], [12.93682, 77.70042], [12.93776, 77.70054999999999], [12.938220000000001, 77.69791], [12.9396, 77.6951], [12.94237, 77.69663], [12.942300000000001, 77.69564], [12.94115, 77.69463999999999], [12.94209, 77.69148], [12.94278, 77.69076], [12.942630000000001, 77.69033]]"
01/01/2019 05:45:03,13167.7,00:46:35,"[[12.96053, 77.64247], [12.95476, 77.64145], [12.95459, 77.64238], [12.953999999999999, 77.64253000000001], [12.95352, 77.6436], [12.952739999999999, 77.64335000000001], [12.952789999999998, 77.64377000000002], [12.952549999999999, 77.64364000000002], [12.953039999999998, 77.64319000000002], [12.952559999999998, 77.64348000000003], [12.952539999999999, 77.64429000000003], [12.953069999999999, 77.64430000000003], [12.95277, 77.64380000000003], [12.952979999999998, 77.64441000000002], [12.953329999999998, 77.64359000000002], [12.952549999999997, 77.64347000000002], [12.952489999999997, 77.64431000000002], [12.953349999999997, 77.64413000000002], [12.953479999999997, 77.64316000000002], [12.953879999999998, 77.64243000000002], [12.954569999999999, 77.64226000000002], [12.954729999999998, 77.64130000000002], [12.960369999999998, 77.64141000000002], [12.961519999999998, 77.63443000000002], [12.960929999999998, 77.63220000000003], [12.962399999999997, 77.62784000000002], [12.963459999999998, 77.62634000000003], [12.965969999999997, 77.62505000000003], [12.967099999999997, 77.62271000000003], [12.966779999999996, 77.62076000000003], [12.965359999999997, 77.61950000000003], [12.965219999999997, 77.61768000000004], [12.966369999999998, 77.61413000000003], [12.962159999999997, 77.61480000000003], [12.955049999999996, 77.61428000000004], [12.955849999999996, 77.61178000000004], [12.954479999999997, 77.61134000000004], [12.953999999999997, 77.61248000000005], [12.953649999999998, 77.61257000000005], [12.951559999999997, 77.61157000000004], [12.951959999999998, 77.60844000000004], [12.951399999999998, 77.60775000000004], [12.952079999999997, 77.60535000000004], [12.944139999999997, 77.60757000000004], [12.943879999999996, 77.60595000000004], [12.944319999999996, 77.60287000000004], [12.942769999999996, 77.60290000000003], [12.931169999999996, 77.60075000000003], [12.927059999999996, 77.60048000000003], [12.924219999999995, 77.60050000000004], [12.924259999999995, 77.60169000000003]]"
01/01/2019 08:23:51,3921,00:17:49,"[[12.94003, 77.61479], [12.93929, 77.61368], [12.938699999999999, 77.61595], [12.937779999999998, 77.61607], [12.937139999999998, 77.61739], [12.936289999999998, 77.61728], [12.935829999999997, 77.61541], [12.934439999999997, 77.61626], [12.934089999999998, 77.61676], [12.934689999999998, 77.61699], [12.934629999999999, 77.62003], [12.933679999999999, 77.6197], [12.93348, 77.62334999999999], [12.93161, 77.62270999999998], [12.93098, 77.62395999999998], [12.92944, 77.63198999999999], [12.9299, 77.63348999999998], [12.93196, 77.63413999999997], [12.93197, 77.63463999999998]]"
01/01/2019 10:23:38,3535,00:16:08,"[[12.93254, 77.63716], [12.93118, 77.63626], [12.93128, 77.63578], [12.930719999999999, 77.63535], [12.93136, 77.63411], [12.92991, 77.63355000000001], [12.92942, 77.63188000000001], [12.93063, 77.62472000000001], [12.93135, 77.62291], [12.931610000000001, 77.62255], [12.93349, 77.6232], [12.93354, 77.61815], [12.93387, 77.61711], [12.936430000000001, 77.61483], [12.936700000000002, 77.61308], [12.935540000000001, 77.61273]]"
01/01/2019 10:31:51,4372.5,00:19:51,"[[12.9759, 77.73145], [12.976199999999999, 77.73015], [12.97477, 77.72988], [12.97501, 77.7271], [12.97105, 77.72671999999999], [12.97199, 77.72088999999998], [12.9688, 77.72168999999998], [12.96771, 77.72153999999998], [12.96748, 77.72029999999998], [12.96651, 77.71929999999998], [12.96518, 77.71927999999997], [12.96532, 77.71842999999997], [12.96236, 77.71686999999997], [12.95947, 77.71622999999997], [12.955829999999999, 77.71477999999996], [12.952129999999999, 77.71509999999996]]"
01/01/2019 10:49:12,14714.5,00:46:10,"[[12.8393, 77.65434], [12.84039, 77.65234000000001], [12.841859999999999, 77.64653000000001], [12.841639999999998, 77.64423000000001], [12.843469999999998, 77.64419000000001], [12.842659999999999, 77.64148000000002], [12.843899999999998, 77.63509000000002], [12.842869999999998, 77.63287000000003], [12.841679999999998, 77.63274000000003], [12.841539999999998, 77.63171000000003], [12.840179999999998, 77.63147000000002], [12.838449999999998, 77.62758000000002], [12.837219999999999, 77.62684000000003], [12.836229999999999, 77.62510000000003], [12.842489999999998, 77.61838000000003], [12.843759999999998, 77.61216000000003], [12.845249999999998, 77.61003000000004], [12.846009999999998, 77.60929000000004], [12.847189999999998, 77.60903000000005], [12.853439999999997, 77.60917000000005], [12.858619999999997, 77.61174000000005], [12.858829999999996, 77.61111000000005], [12.859579999999996, 77.61123000000005], [12.860079999999996, 77.60645000000005], [12.860939999999996, 77.60605000000005], [12.861749999999995, 77.59968000000005], [12.863229999999996, 77.59982000000005], [12.864379999999997, 77.59860000000005], [12.869099999999998, 77.59756000000004], [12.869849999999998, 77.59693000000004], [12.872659999999998, 77.59608000000004], [12.873339999999997, 77.59428000000004], [12.887059999999996, 77.59676000000005], [12.887159999999996, 77.59463000000005], [12.890899999999997, 77.59537000000005], [12.891439999999998, 77.59214000000004], [12.892269999999998, 77.59012000000004], [12.891429999999998, 77.58791000000004], [12.892779999999998, 77.58739000000004], [12.892789999999998, 77.58642000000005], [12.895379999999998, 77.58616000000005], [12.895069999999997, 77.58822000000005], [12.894589999999997, 77.58764000000005]]"
01/01/2019 11:05:12,7049.1,00:23:55,"[[12.94377, 77.60512], [12.944080000000001, 77.60523], [12.944340000000002, 77.60291000000001], [12.931610000000003, 77.60077000000001], [12.918200000000002, 77.60001000000001], [12.908110000000002, 77.60038000000002], [12.905430000000003, 77.60201000000002], [12.902140000000003, 77.60128000000002], [12.901590000000002, 77.60274000000001], [12.896240000000002, 77.60812000000001], [12.891770000000003, 77.60663000000001], [12.892050000000003, 77.6038], [12.891740000000002, 77.60367000000001]]"
01/01/2019 12:05:54,2486.5,00:09:21,"[[12.97799, 77.66561], [12.97893, 77.66546], [12.97909, 77.66586], [12.97951, 77.66547], [12.9795, 77.66615], [12.9809, 77.66539], [12.98315, 77.66661], [12.985100000000001, 77.66684000000001], [12.986220000000001, 77.66987], [12.984910000000001, 77.67467], [12.9845, 77.6748], [12.98295, 77.6738], [12.98249, 77.6742]]"
01/01/2019 12:11:24,8605.7,00:29:04,"[[12.94411, 77.69141], [12.944420000000001, 77.69195], [12.943670000000001, 77.69195], [12.94298, 77.69130000000001], [12.94219, 77.69172000000002], [12.94074, 77.68968000000002], [12.9395, 77.68972000000002], [12.93894, 77.68793000000002], [12.938120000000001, 77.68781000000003], [12.9379, 77.68686000000002], [12.93701, 77.68585000000003], [12.935870000000001, 77.68643000000003], [12.93167, 77.68622000000003], [12.931700000000001, 77.68341000000004], [12.930340000000001, 77.68269000000004], [12.929760000000002, 77.67908000000004], [12.930400000000002, 77.67867000000004], [12.930050000000003, 77.67762000000003], [12.929400000000003, 77.67760000000003], [12.929250000000003, 77.67651000000002], [12.925960000000003, 77.67629000000002], [12.925340000000004, 77.67584000000002], [12.920580000000005, 77.66500000000002], [12.921740000000005, 77.66007000000002], [12.923280000000005, 77.65564000000002], [12.924020000000006, 77.65186000000001], [12.919760000000005, 77.65157], [12.919450000000005, 77.64925000000001], [12.908090000000005, 77.64919]]"
01/01/2019 12:41:00,7159.8,00:27:38,"[[13.02723, 77.51028], [13.026969999999999, 77.51047], [13.027209999999998, 77.50985], [13.031829999999998, 77.51047], [13.036949999999997, 77.51046], [13.037059999999997, 77.50786], [13.037439999999997, 77.50692], [13.037999999999997, 77.50666], [13.038609999999997, 77.50453], [13.043399999999997, 77.50499], [13.043129999999996, 77.50657000000001], [13.047239999999997, 77.50796000000001], [13.049569999999997, 77.50753000000002], [13.052959999999997, 77.50778000000001], [13.053179999999998, 77.50681000000002], [13.053689999999998, 77.50665000000002], [13.054149999999998, 77.50477000000002], [13.056599999999998, 77.50513000000002], [13.057189999999999, 77.50176000000002], [13.060599999999999, 77.50214000000003], [13.06106, 77.49947000000003], [13.06294, 77.49990000000003], [13.0633, 77.50185000000002], [13.06279, 77.50167000000002], [13.06261, 77.50043000000002], [13.06213, 77.50162000000002], [13.06073, 77.50136000000002], [13.060139999999999, 77.50569000000002], [13.060239999999999, 77.50466000000002], [13.059449999999998, 77.50412000000001]]"
01/01/2019 12:42:39,12318.8,00:40:36,"[[12.92484, 77.6024], [12.92527, 77.60209], [12.92522, 77.60045000000001], [12.9215, 77.60013000000001], [12.93276, 77.60083], [12.94334, 77.60286], [12.947489999999998, 77.60242000000001], [12.951139999999999, 77.60363000000001], [12.952259999999999, 77.6042], [12.9529, 77.60517], [12.9613, 77.60661], [12.96566, 77.60679], [12.969, 77.60585], [12.97219, 77.60425000000001], [12.972809999999999, 77.60323000000001], [12.973019999999998, 77.60138], [12.975779999999999, 77.60157000000001], [12.97642, 77.60081000000001], [12.97673, 77.59914], [12.98079, 77.59716], [12.98198, 77.59471], [12.98463, 77.59701000000001], [12.98569, 77.59576000000001], [12.98967, 77.59291000000002], [12.994860000000001, 77.59630000000001], [12.994710000000001, 77.59719000000001], [12.99576, 77.60053], [12.995560000000001, 77.60188000000001], [13.002030000000001, 77.59873], [13.004640000000002, 77.59994], [13.005500000000001, 77.59869]]"
01/01/2019 13:24:49,12492,00:55:06,"[[12.93568, 77.61286], [12.93669, 77.61307], [12.937000000000001, 77.61108999999999], [12.942400000000001, 77.60806], [12.951860000000002, 77.60512999999999], [12.954860000000002, 77.60537999999998], [12.955850000000002, 77.60143999999998], [12.958010000000002, 77.60203999999999], [12.958380000000002, 77.60110999999999], [12.960050000000003, 77.60164999999999], [12.961610000000002, 77.59899999999999], [12.962450000000002, 77.59479999999999], [12.962110000000003, 77.59353999999999], [12.962580000000003, 77.59057999999999], [12.962370000000004, 77.58972999999999], [12.960990000000004, 77.58811999999999], [12.961440000000005, 77.58447], [12.961570000000005, 77.58421], [12.963670000000006, 77.58487], [12.963340000000006, 77.58216], [12.963570000000006, 77.57855], [12.964680000000007, 77.57512000000001], [12.964140000000006, 77.57001000000001], [12.960460000000007, 77.56855000000002], [12.960390000000007, 77.56480000000002], [12.960510000000008, 77.56443000000002], [12.962070000000008, 77.56407000000002], [12.961510000000008, 77.56221000000002], [12.961470000000007, 77.55934000000002], [12.962750000000007, 77.56016000000002], [12.962940000000007, 77.55848000000003], [12.963290000000006, 77.55838000000003], [12.964080000000006, 77.55662000000002], [12.964470000000006, 77.55181000000002], [12.964020000000005, 77.55056000000002], [12.964860000000005, 77.54872000000002], [12.966560000000005, 77.54730000000002], [12.967400000000005, 77.54525000000002], [12.967190000000006, 77.54475000000002], [12.967520000000006, 77.54388000000002], [12.966830000000005, 77.54357000000002], [12.968470000000005, 77.53756000000001], [12.964350000000005, 77.53560000000002]]"
01/01/2019 14:11:48,6842.4,00:31:44,"[[12.91928, 77.68434], [12.91928, 77.68519], [12.919690000000001, 77.68545], [12.9237, 77.68589], [12.92696, 77.68568], [12.92802, 77.68463], [12.9298, 77.68464], [12.9301, 77.68506000000001], [12.931709999999999, 77.68465], [12.931519999999999, 77.68313], [12.93034, 77.6829], [12.92976, 77.67896], [12.93073, 77.67835000000001], [12.931890000000001, 77.67677], [12.935590000000001, 77.67656000000001], [12.938070000000002, 77.67732000000001], [12.943540000000002, 77.6803], [12.948400000000003, 77.68073], [12.949140000000003, 77.68888], [12.950420000000003, 77.6895], [12.953430000000003, 77.68914], [12.955320000000002, 77.68948999999999], [12.955750000000002, 77.69157999999999], [12.954620000000002, 77.69126999999999], [12.954820000000002, 77.69187999999998]]"
01/01/2019 14:12:34,2187.6,00:07:05,"[[12.84286, 77.66006], [12.84202, 77.66045], [12.83947, 77.65962], [12.838980000000001, 77.65907], [12.839120000000001, 77.65528], [12.840390000000001, 77.65249], [12.841650000000001, 77.64715], [12.83956, 77.64684]]"
01/01/2019 15:01:21,5349.2,00:23:07,"[[12.96643, 77.58162], [12.966420000000001, 77.58161], [12.966400000000002, 77.58164], [12.966370000000001, 77.58165], [12.966330000000001, 77.5816], [12.9664, 77.58162], [12.96642, 77.58164000000001], [12.96642, 77.58167], [12.96637, 77.58172], [12.96635, 77.58168], [12.96632, 77.58168], [12.96616, 77.58195], [12.96592, 77.58244], [12.96584, 77.58252], [12.96569, 77.58297], [12.965580000000001, 77.5831], [12.96541, 77.58356], [12.96535, 77.58378], [12.965280000000002, 77.58423], [12.965300000000001, 77.58442000000001], [12.965560000000002, 77.58524000000001], [12.965610000000002, 77.58552000000002], [12.965700000000002, 77.58580000000002], [12.965860000000001, 77.58644000000002], [12.96592, 77.58665000000002], [12.96598, 77.58675000000002], [12.9661, 77.58689000000003], [12.96639, 77.58714000000002], [12.96663, 77.58729000000002], [12.96702, 77.58736000000002], [12.96729, 77.58734000000001], [12.96749, 77.58729000000001], [12.96769, 77.58719], [12.967979999999999, 77.58699], [12.968089999999998, 77.58689], [12.968239999999998, 77.58671], [12.968729999999997, 77.58621], [12.970469999999997, 77.58424], [12.971119999999997, 77.58354999999999], [12.971929999999997, 77.58272], [12.972069999999997, 77.58254], [12.972469999999998, 77.58194999999999], [12.972699999999998, 77.5816], [12.972909999999997, 77.58121999999999], [12.973259999999996, 77.58043999999998], [12.973479999999997, 77.58000999999999], [12.973699999999997, 77.57967], [12.973879999999998, 77.57927], [12.974049999999998, 77.57883], [12.974509999999999, 77.578], [12.974579999999998, 77.57776], [12.974849999999998, 77.57709], [12.975079999999998, 77.57661999999999], [12.975289999999998, 77.57630999999999], [12.975339999999997, 77.57619999999999], [12.975419999999998, 77.57586999999998], [12.975539999999999, 77.57493999999998], [12.975579999999999, 77.57484999999998], [12.975679999999999, 77.57481999999999], [12.975999999999999, 77.57484], [12.97646, 77.57481], [12.976709999999999, 77.57475], [12.97683, 77.57469999999999], [12.977179999999999, 77.57444], [12.97735, 77.57433999999999], [12.977559999999999, 77.57410999999999], [12.977669999999998, 77.57409999999999], [12.977739999999997, 77.57404999999999], [12.977839999999997, 77.57399999999998], [12.978119999999997, 77.57373999999999], [12.978229999999996, 77.57367999999998], [12.978389999999996, 77.57354999999998], [12.978769999999995, 77.57311999999999], [12.979179999999996, 77.57275999999999], [12.979549999999996, 77.57246999999998], [12.979759999999995, 77.57235999999997], [12.979939999999996, 77.57233999999997], [12.980739999999996, 77.57239999999997], [12.982569999999996, 77.57276999999998], [12.982949999999995, 77.57280999999998], [12.983119999999996, 77.57278999999997], [12.983829999999996, 77.57258999999996], [12.984409999999995, 77.57238999999996], [12.984499999999995, 77.57234999999996], [12.984579999999996, 77.57227999999996], [12.984629999999996, 77.57219999999997], [12.984629999999996, 77.57210999999997], [12.984589999999995, 77.57202999999997], [12.984499999999995, 77.57191999999996], [12.984489999999996, 77.57186999999996], [12.984579999999996, 77.57153999999996], [12.984609999999996, 77.57131999999996], [12.984629999999996, 77.57127999999996], [12.984709999999996, 77.57122999999996], [12.984739999999997, 77.57119999999996], [12.984829999999997, 77.57081999999996], [12.984909999999998, 77.57062999999995], [12.985139999999998, 77.57039999999995], [12.985369999999998, 77.57028999999994], [12.985529999999997, 77.57016999999995], [12.985579999999997, 77.57008999999995], [12.985609999999998, 77.56999999999995], [12.985609999999998, 77.56981999999995], [12.985539999999999, 77.56950999999995], [12.985289999999999, 77.56887999999995], [12.9849, 77.56810999999995], [12.98489, 77.56776999999995], [12.98496, 77.56733999999996], [12.984969999999999, 77.56709999999995], [12.98486, 77.56639999999996], [12.98475, 77.56604999999996], [12.98472, 77.56587999999996], [12.98466, 77.56566999999997], [12.98441, 77.56467999999997], [12.98414, 77.56397999999997], [12.98406, 77.56382999999997], [12.984, 77.56383999999997], [12.98396, 77.56388999999997], [12.98385, 77.56411999999997], [12.984070000000001, 77.56485999999997], [12.984100000000002, 77.56499999999997], [12.984100000000002, 77.56502999999996], [12.983970000000001, 77.56506999999996], [12.983770000000002, 77.56508999999997], [12.983390000000002, 77.56504999999997], [12.983180000000003, 77.56499999999997], [12.982930000000003, 77.56498999999997], [12.982880000000003, 77.56501999999996], [12.982860000000004, 77.56507999999997], [12.982840000000005, 77.56530999999997], [12.982860000000004, 77.56533999999996], [12.982910000000004, 77.56535999999997], [12.983280000000004, 77.56541999999997], [12.983630000000003, 77.56545999999997], [12.983680000000003, 77.56544999999997], [12.983720000000003, 77.56540999999997], [12.983740000000003, 77.56515999999998], [12.983760000000002, 77.56511999999998], [12.983790000000003, 77.56507999999998], [12.983970000000003, 77.56502999999998], [12.984470000000004, 77.56493999999998], [12.984470000000004, 77.56488999999998], [12.984440000000003, 77.56478999999997], [12.984090000000004, 77.56395999999998], [12.984040000000004, 77.56392999999998], [12.983890000000004, 77.56397999999999], [12.983780000000005, 77.56397999999999], [12.983730000000005, 77.56394999999999], [12.983700000000004, 77.56388]]"
01/01/2019 17:14:37,2210,00:06:47,"[[12.84633, 77.66112], [12.84561, 77.66134], [12.845, 77.66018], [12.8421, 77.66047999999999], [12.840110000000001, 77.65992], [12.839860000000002, 77.66113], [12.840580000000001, 77.66397], [12.836530000000002, 77.66473], [12.83613, 77.66401], [12.834570000000001, 77.66415], [12.833850000000002, 77.66242000000001]]"
02/01/2019 01:07:17,17957.8,00:55:06,"[[12.91709, 77.60965], [12.91646, 77.61029], [12.9166, 77.61445], [12.9162, 77.61925000000001], [12.91727, 77.62214], [12.91776, 77.62547], [12.916789999999999, 77.62894], [12.916099999999998, 77.63841], [12.916269999999999, 77.63929999999999], [12.917359999999999, 77.64081999999999], [12.92175, 77.64426999999999], [12.924339999999999, 77.64747], [12.92456, 77.6507], [12.923869999999999, 77.65476], [12.92179, 77.66066], [12.92083, 77.66514], [12.92988, 77.68441999999999], [12.93396, 77.68951999999999], [12.93839, 77.69415999999998], [12.93922, 77.69415999999998], [12.94027, 77.69583999999998], [12.94779, 77.69891999999997], [12.956819999999999, 77.70085999999998], [12.956879999999998, 77.70397999999997], [12.956019999999999, 77.71473999999998], [12.96088, 77.71656999999998], [12.96238, 77.71670999999998], [12.96501, 77.71812999999997], [12.965489999999999, 77.71853999999998], [12.9653, 77.71924999999997], [12.9666, 77.71909999999997], [12.967509999999999, 77.72021999999997], [12.9676, 77.72132999999997], [12.9682, 77.72159999999997], [12.971879999999999, 77.72075999999997], [12.972019999999999, 77.72135999999998], [12.972949999999999, 77.72137999999998], [12.97312, 77.71787999999998], [12.974079999999999, 77.71785999999997], [12.973819999999998, 77.71714999999998]]"
02/01/2019 01:16:19,19313.3,00:53:50,"[[12.87343, 77.61811], [12.87282, 77.61801], [12.872860000000001, 77.61901999999999], [12.873920000000002, 77.61952], [12.874690000000001, 77.61944], [12.874880000000001, 77.61819], [12.875890000000002, 77.61763], [12.877350000000002, 77.61825], [12.878010000000002, 77.61930000000001], [12.877780000000001, 77.62105000000001], [12.877170000000001, 77.62205000000002], [12.877040000000001, 77.62557000000001], [12.877830000000001, 77.62559000000002], [12.877630000000002, 77.62625000000001], [12.878520000000002, 77.63240000000002], [12.879300000000002, 77.63293000000002], [12.879660000000003, 77.63509000000002], [12.878630000000003, 77.63779000000002], [12.876980000000003, 77.63911000000003], [12.874460000000003, 77.64020000000004], [12.874100000000002, 77.64084000000004], [12.873570000000003, 77.64316000000004], [12.873930000000003, 77.64600000000004], [12.874830000000003, 77.64902000000005], [12.878890000000004, 77.64609000000004], [12.924470000000003, 77.61818000000004], [12.925430000000002, 77.61993000000004], [12.926270000000002, 77.62052000000004], [12.932670000000002, 77.62286000000005], [12.935280000000002, 77.62432000000004], [12.937950000000003, 77.62742000000004], [12.938550000000003, 77.62966000000004], [12.938510000000003, 77.63406000000005], [12.939240000000003, 77.63557000000004], [12.940760000000003, 77.63683000000005], [12.947200000000002, 77.64076000000004], [12.948190000000002, 77.64062000000004], [12.949450000000002, 77.63929000000005], [12.950280000000003, 77.63910000000004], [12.954090000000003, 77.64121000000004], [12.960350000000002, 77.64155000000004], [12.954390000000002, 77.64135000000003], [12.951570000000002, 77.63997000000003], [12.947230000000003, 77.64446000000004], [12.946080000000002, 77.64608000000004], [12.945820000000001, 77.64678000000004], [12.946110000000001, 77.64692000000004]]"
02/01/2019 01:27:08,11620,00:43:51,"[[12.96456, 77.53573], [12.968490000000001, 77.53757], [12.967400000000001, 77.54211000000001], [12.96625, 77.54522000000001], [12.966790000000001, 77.54697000000002], [12.96484, 77.54880000000001], [12.964020000000001, 77.55060000000002], [12.964480000000002, 77.55206000000001], [12.964130000000003, 77.55652], [12.963300000000002, 77.5584], [12.962920000000002, 77.55851000000001], [12.962730000000002, 77.56016000000001], [12.961430000000002, 77.55964000000002], [12.961880000000003, 77.56291000000002], [12.964390000000002, 77.57019000000001], [12.964850000000002, 77.57527000000002], [12.964270000000003, 77.57681000000002], [12.963830000000003, 77.58499000000002], [12.965520000000003, 77.58677000000002], [12.962790000000004, 77.59001000000002], [12.962260000000004, 77.59366000000001], [12.962520000000005, 77.59504000000001], [12.961700000000006, 77.59879000000001], [12.957930000000006, 77.60599], [12.951550000000006, 77.60529000000001], [12.941530000000006, 77.60849000000002], [12.937070000000006, 77.61091000000002], [12.936720000000006, 77.61300000000001], [12.935830000000006, 77.61279000000002]]"
